lane,initial_word,initial_q,jitter,j,k,north,axis,kinematic,blend_known,dr,dp,alpha,interval,profile,axis_known,frame_known,increment_known
1913,2454053925,0,1603577409,1,0,1,0,0,1,3,1.375,-0.25,0.125,1,1,1,1
1914,584880421,0,212726291,0,1,0,1,0,1,0,0,-1.875,0.125,0,1,1,1
1915,1373619118,0,302641347,1,1,1,1,0,1,0,1,-0.375,0.125,1,1,1,1
1916,2629630823,1,3586841102,0,0,0,0,1,1,-1,0,0,0.125,0,1,1,1
1917,1160948472,1,800208427,1,0,1,0,1,1,-3.5,-2.125,0.375,0.125,1,1,1,1
1918,4214958810,1,3919909483,0,1,0,1,1,1,-0.5,-2.5,0.125,0.125,0,1,1,1
1919,1540994605,1,1564539985,1,1,1,1,1,1,-0.25,-2.125,1.75,0.125,1,1,1,1
1920,894274880,0,3276405706,0,0,0,0,0,1,0.25,2.125,0.5,0.125,0,1,1,1
1921,4103476145,0,1852537260,1,0,1,0,0,1,-2.625,2.125,-1.5,0.125,1,1,1,1
1922,1658063110,0,1490037651,0,1,0,1,0,0,-2.875,-3.625,-0.75,0.125,0,1,1,1
1923,1608261092,0,1019618707,1,1,1,1,0,1,-3.125,-3.375,1.25,0.125,1,1,1,1
1924,1971700684,1,770903965,0,0,0,0,1,1,-3.625,-3.125,0.75,0.125,0,1,1,1
1925,3386002835,1,3983656629,1,0,1,0,1,1,-2.375,0.75,-1.875,0.125,1,1,1,1
1926,968878460,1,3420522470,0,1,0,1,1,1,3.75,2.875,-1.375,0.125,0,1,1,1
1927,1540505312,1,4182701453,1,1,1,1,1,1,-3,1.5,-0.125,0.125,1,1,1,1
1928,267961966,0,2315345099,0,0,0,0,0,1,1.375,-1,0.75,0.125,0,1,1,1
1929,3052566133,0,958971912,1,0,1,0,0,1,-2.625,-0.5,1.875,0.125,1,1,1,1
1930,4030490005,0,953744606,0,1,0,1,0,1,3.5,-0.875,0.75,0.125,0,1,1,1
1931,1277268320,0,2768187025,1,1,1,1,0,1,3.125,0.625,0.875,0.125,1,1,1,1
1932,2607763767,1,895054851,0,0,0,0,1,1,-3.875,-3.25,-0.625,0.125,0,1,1,1
1933,1636260719,1,2359555569,1,0,1,0,1,1,0.5,-0.375,1.625,0.125,1,1,1,1
1934,1967967452,1,3106281009,0,1,0,1,1,1,-3,-0.375,0.5,0.125,0,1,1,1
1935,3653189201,1,1088967463,1,1,1,1,1,1,-1.125,-3.125,-0.125,0.125,1,1,1,1
1936,689225583,0,2147120055,0,0,0,0,0,1,3.125,-2.625,-1.875,0.125,0,1,1,1
1937,3494382640,0,1359115109,1,0,1,0,0,1,3.875,0.375,1.375,0.125,1,1,1,1
1938,3956364430,0,1906004756,0,1,0,1,0,1,0.125,-3.875,0.5,0.125,0,1,1,1
1939,3271856513,0,3210732367,1,1,1,1,0,1,-2.5,1.625,-1.5,0.125,1,1,1,1
1940,3508700802,1,1888149805,0,0,0,0,1,1,-3.5,0.125,-1.625,0.125,0,1,1,1
1941,3865169627,1,1581824304,1,0,1,0,1,1,-1,1.125,0.125,0.125,1,1,1,1
1942,2633103155,1,3038849812,0,1,0,1,1,1,-2.375,-2,1.875,0.125,0,1,1,1
1943,3954331839,1,2863828708,1,1,1,1,1,1,0,0,-1.125,0.125,1,1,1,1
1944,2576029413,0,2585955949,0,0,0,0,0,1,0,1,-0.625,0.125,0,0,1,1
1945,3043209506,0,3480957117,1,0,1,0,0,1,-1,0,0,0.125,1,1,0,1
1946,817688827,0,1168406545,0,1,0,1,0,1,-0.625,2.5,0.375,0.125,0,1,1,0
1947,381456267,0,1045701804,1,1,1,1,0,1,-1,1.875,-0.375,0,1,1,1,1
1948,1312294260,1,61520458,0,0,0,0,1,1,-1.125,2.625,-1.125,0.125,0,1,1,1
1949,3697922155,1,1657161220,1,0,1,0,1,1,-2.125,1.375,0,0.125,1,1,1,1
1950,1200597938,1,239603371,0,1,0,1,1,1,-1.375,3,0.875,0.125,0,1,1,1
1951,564069141,1,3559949053,1,1,1,1,1,1,1.125,3.75,-1.75,0.125,1,1,1,1
1952,400116715,0,642354253,0,0,0,0,0,1,0,2.875,-0.625,0.125,0,1,1,1
1953,2888450727,0,1959938488,1,0,1,0,0,0,-0.75,-2.75,-0.25,0.125,1,1,1,1
1954,1038731984,0,1196807225,0,1,0,1,0,1,1.625,-0.25,-0.875,0.125,0,1,1,1
1955,1525402625,0,48056538,1,1,1,1,0,1,3.625,-2.125,-1.125,0.125,1,1,1,1
1956,3269672918,1,2089341080,0,0,0,0,1,1,1.5,2.875,-1.125,0.125,0,1,1,1
1957,4059566428,1,1180995055,1,0,1,0,1,1,2.25,-3.5,0.75,0.125,1,1,1,1
1958,2405827803,1,4269825226,0,1,0,1,1,1,0.375,0,1.75,0.125,0,1,1,1
1959,2704383308,1,2096684568,1,1,1,1,1,1,3.625,1.625,-1.375,0.125,1,1,1,1
1960,1249579614,0,4189573886,0,0,0,0,0,1,-2.125,-2.375,0.25,0.125,0,1,1,1
1961,2354865468,0,809864962,1,0,1,0,0,1,2.125,3.625,0.75,0.125,1,1,1,1
1962,1818092304,0,229849401,0,1,0,1,0,1,-3.75,-3.875,-1,0.125,0,1,1,1
1963,3962626888,0,1846076948,1,1,1,1,0,1,0.25,-1.125,0.375,0.125,1,1,1,1
1964,650405828,1,1632829511,0,0,0,0,1,1,-0.625,0.625,0.75,0.125,0,1,1,1
1965,2859552939,1,2517749372,1,0,1,0,1,1,0.375,0.75,-1.875,0.125,1,1,1,1
1966,3444611069,1,2299733049,0,1,0,1,1,1,3.625,-1.25,0.5,0.125,0,1,1,1
1967,3934865608,1,2409524723,1,1,1,1,1,1,1,1.625,0.5,0.125,1,1,1,1
1968,3111488170,0,2575404110,0,0,0,0,0,1,-2.5,0.25,1.875,0.125,0,1,1,1
1969,4288134939,0,3906299712,1,0,1,0,0,1,3,3.125,0.5,0.125,1,1,1,1
1970,1888261879,0,2073025163,0,1,0,1,0,1,-1.625,0.75,-0.875,0.125,0,1,1,1
1971,1698448363,0,663250959,1,1,1,1,0,1,1.625,-3.875,-0.875,0.125,1,1,1,1
1972,1622218030,1,2451012271,0,0,0,0,1,1,0,0,1,0.125,0,1,1,1
1973,1160955785,1,3357707048,1,0,1,0,1,1,0,1,1.125,0.125,1,1,1,1
1974,749100026,1,1041212778,0,1,0,1,1,1,-1,0,0.25,0.125,0,1,1,1
1975,306299629,1,2951199169,1,1,1,1,1,1,3.75,-1,0,0.125,1,1,1,1
1976,3396281087,0,1131691386,0,0,0,0,0,1,-3.25,0,-1.625,0.125,0,1,1,1
1977,3797587025,0,1247910429,1,0,1,0,0,1,-0.375,-3.75,1,0.125,1,1,1,1
1978,1750491121,0,1304777532,0,1,0,1,0,1,-1.875,-1.25,-0.5,0.125,0,1,1,1
1979,2802990416,0,813479395,1,1,1,1,0,1,-0.625,-3.625,0.875,0.125,1,1,1,1
1980,337607726,1,2504914217,0,0,0,0,1,1,3.25,2.875,1.875,0.125,0,1,1,1
1981,1424907725,1,2675023875,1,0,1,0,1,1,-1.375,-0.25,-0.75,0.125,1,1,1,1
1982,2315730649,1,1800002858,0,1,0,1,1,1,-1.375,-1.5,-0.25,0.125,0,1,1,1
1983,3947700703,1,4019416406,1,1,1,1,1,1,0.25,2.625,-0.125,0.125,1,1,1,1
1984,4180653385,0,221746328,0,0,0,0,0,0,3.75,1.25,-1,0.125,0,1,1,1
1985,288189279,0,4237670533,1,0,1,0,0,1,-3.625,0.125,0.375,0.125,1,1,1,1
1986,2820064549,0,2031889153,0,1,0,1,0,1,-0.25,-2.125,1.25,0.125,0,1,1,1
1987,1853028618,0,2270876717,1,1,1,1,0,1,2,-2.75,1.75,0.125,1,1,1,1
1988,2164419675,1,683392255,0,0,0,0,1,1,-0.125,3.75,-0.625,0.125,0,1,1,1
1989,4149842158,1,3685092357,1,0,1,0,1,1,2.875,1.25,1.625,0.125,1,1,1,1
1990,2194955546,1,2586893265,0,1,0,1,1,1,0,0,1.375,0.125,0,1,1,1
1991,4138607322,1,2925247391,1,1,1,1,1,1,3.125,1.375,-1.625,0.125,1,1,1,1
1992,3736566379,0,3741867373,0,0,0,0,0,1,3.875,-1.375,1.25,0.125,0,1,1,1
1993,1840317857,0,3624375920,1,0,1,0,0,1,0,2.625,-1.375,0.125,1,1,1,1
1994,2406640424,0,4101532703,0,1,0,1,0,1,-0.125,-1.125,0.25,0.125,0,1,1,1
1995,1099279610,0,2815080706,1,1,1,1,0,1,-3.25,0.375,0,0.125,1,1,1,1
1996,2281523671,1,634021911,0,0,0,0,1,1,0.625,-2.625,1.75,0.125,0,1,1,1
1997,2967533697,1,4286043241,1,0,1,0,1,1,2,-2,0.125,0.125,1,1,1,1
1998,3253588965,1,3164539322,0,1,0,1,1,1,-0.875,-1.125,-1.625,0.125,0,1,1,1
1999,303962952,1,4074242729,1,1,1,1,1,1,-2.75,2.5,-1.25,0.125,1,1,1,1
2000,1822863835,0,4187821157,0,0,0,0,0,1,2.375,-3.5,-1.75,0.125,0,1,1,1
2001,863980183,0,1237948274,1,0,1,0,0,1,0,0,-1.375,0.125,1,1,1,1
2002,2892734268,0,2402961725,0,1,0,1,0,1,0,1,0.75,0.125,0,1,1,1
2003,2145528805,0,2802184612,1,1,1,1,0,1,-1,0,-1.75,0.125,1,1,1,1
2004,2341160726,1,536864367,0,0,0,0,1,1,1.125,-0.5,0.625,0.125,0,1,1,1
2005,2897429676,1,3960840922,1,0,1,0,1,1,-1.5,-3.25,0.25,0.125,1,1,1,1
2006,3615733219,1,3085992694,0,1,0,1,1,1,0.25,1.75,0.625,0.125,0,1,1,1
2007,3582465667,1,3309970158,1,1,1,1,1,1,-2.75,2.375,1.875,0.125,1,1,1,1
2008,2685605272,0,2999132448,0,0,0,0,0,1,3.25,-1.5,1.25,0.125,0,1,1,1
2009,3293274834,0,2862290816,1,0,1,0,0,1,1.625,-3.75,1.125,0.125,1,1,1,1
2010,550051005,0,2610229949,0,1,0,1,0,1,3.25,-2.875,-1.125,0.125,0,1,1,1
2011,4086532033,0,2548067941,1,1,1,1,0,1,-0.375,-0.125,0.875,0.125,1,1,1,1
2012,4077824256,1,4144117235,0,0,0,0,1,1,-0.25,0.125,1.375,0.125,0,1,1,1
2013,297028319,1,215827230,1,0,1,0,1,1,-3.875,-0.125,1.625,0.125,1,1,1,1
2014,2489388040,1,2372181794,0,1,0,1,1,1,-0.5,1.625,1.125,0.125,0,1,1,1
2015,3789196267,1,4092739990,1,1,1,1,1,0,-3.625,-2.875,-1.75,0.125,1,1,1,1
2016,3560766423,0,3799048729,0,0,0,0,0,1,-3.25,-0.625,1.25,0.125,0,1,1,1
2017,3530866163,0,755014966,1,0,1,0,0,1,-2.625,1.75,0.375,0.125,1,1,1,1
2018,1455092964,0,259896620,0,1,0,1,0,1,2.25,-1.75,-0.375,0.125,0,1,1,1
2019,528993540,0,1600563482,1,1,1,1,0,1,-1.875,2.625,0.625,0.125,1,1,1,1
2020,3942634613,1,1441319875,0,0,0,0,1,1,-2.125,-2.625,-1,0.125,0,1,1,1
2021,1929772835,1,3686510383,1,0,1,0,1,1,0.375,-0.75,-1.75,0.125,1,1,1,1
2022,4067807599,1,3363195722,0,1,0,1,1,1,0.625,-1.75,-0.625,0.125,0,1,1,1
2023,3133659694,1,4205779498,1,1,1,1,1,1,0.875,-1.625,1.625,0.125,1,1,1,1
2024,1063235803,0,1488962422,0,0,0,0,0,1,-0.875,2.125,1.5,0.125,0,1,1,1
2025,2366738374,0,3085121636,1,0,1,0,0,1,-1.375,-1.375,0.25,0.125,1,1,1,1
2026,173096454,0,15398828,0,1,0,1,0,1,0.125,2.375,-1,0.125,0,1,1,1
2027,2228961420,0,2491135335,1,1,1,1,0,1,-0.625,2.75,-0.375,0.125,1,1,1,1
2028,267100979,1,2418630519,0,0,0,0,1,1,0.625,-2.875,-0.75,0.125,0,1,1,1
2029,2437692370,1,1104091498,1,0,1,0,1,1,3,-3.25,-1.125,0.125,1,1,1,1
2030,4264810847,1,3329925236,0,1,0,1,1,1,0,0,1.75,0.125,0,1,1,1
2031,3226673841,1,2661234108,1,1,1,1,1,1,0,1,1.125,0.125,1,1,1,1
2032,900975718,0,2963111025,0,0,0,0,0,1,-1,0,-1.625,0.125,0,1,1,1
2033,2665711531,0,1383643053,1,0,1,0,0,1,1.875,-1.25,-0.25,0.125,1,1,1,1
2034,1447248614,0,1157000310,0,1,0,1,0,1,-1.25,-2.25,-0.875,0.125,0,1,1,1
2035,931498696,0,1877066060,1,1,1,1,0,1,-3.875,-1.75,-0.375,0.125,1,1,1,1
2036,915746634,1,463551303,0,0,0,0,1,1,-1.125,0.5,-1.5,0.125,0,1,1,1
2037,297815179,1,3483932978,1,0,1,0,1,1,1.25,-3.375,1.25,0.125,1,1,1,1
2038,3144507496,1,1307623500,0,1,0,1,1,1,-2.125,-0.5,1.25,0.125,0,1,1,1
2039,3258481802,1,3755578842,1,1,1,1,1,1,-1.25,-2.375,0.25,0.125,1,1,1,1
2040,2407885478,0,2059735419,0,0,0,0,0,1,0.75,3.75,-0.5,0.125,0,1,1,1
2041,2604563988,0,2597125889,1,0,1,0,0,1,1,-1.875,-1.125,0.125,1,0,1,1
2042,515267882,0,2284276524,0,1,0,1,0,1,-2.625,-2,-1.25,0.125,0,1,0,1
2043,3103034326,0,1042040841,1,1,1,1,0,1,-1.25,3.375,0.75,0.125,1,1,1,0
2044,4180340989,1,235475161,0,0,0,0,1,1,2.125,-2.125,1,0,0,1,1,1
2045,663849410,1,3397326122,1,0,1,0,1,1,3,1.375,1.5,0.125,1,1,1,1
2046,664052430,1,1008168062,0,1,0,1,1,0,2.125,-1.625,-0.875,0.125,0,1,1,1
2047,1457244396,1,3804562389,1,1,1,1,1,1,2.25,-2.5,1,0.125,1,1,1,1
2048,1537027479,0,1937510535,0,0,0,0,0,1,-0.875,0.75,1.25,0.125,0,1,1,1
2049,1114002709,0,435475233,1,0,1,0,0,1,3.875,0.5,0,0.125,1,1,1,1
2050,2795072965,0,3548344810,0,1,0,1,0,1,0.875,1.75,-0.25,0.125,0,1,1,1
2051,2776727579,0,3914422476,1,1,1,1,0,1,3.375,0.875,1.875,0.125,1,1,1,1
2052,1041205945,1,1367492278,0,0,0,0,1,1,-2.125,3.625,0,0.125,0,1,1,1
2053,3915751944,1,1104582348,1,0,1,0,1,1,-2.875,0.5,1.625,0.125,1,1,1,1
2054,4142061657,1,2207495647,0,1,0,1,1,1,-3,-2.25,-1.125,0.125,0,1,1,1
2055,2798766710,1,790931757,1,1,1,1,1,1,-2.875,-1.25,1.75,0.125,1,1,1,1
2056,364331599,0,3070109168,0,0,0,0,0,1,-1.125,0.625,1.75,0.125,0,1,1,1
2057,1170616478,0,3656530639,1,0,1,0,0,1,1.75,0,1.5,0.125,1,1,1,1
2058,3908843091,0,3896332764,0,1,0,1,0,1,-1.625,0.625,-0.625,0.125,0,1,1,1
2059,2348092539,0,3420220074,1,1,1,1,0,1,0,0,0.625,0.125,1,1,1,1
2060,4271525804,1,2265521702,0,0,0,0,1,1,0,1,0.875,0.125,0,1,1,1
2061,3334139862,1,2947335530,1,0,1,0,1,1,-1,0,-1.875,0.125,1,1,1,1
2062,3247254787,1,2227031223,0,1,0,1,1,1,-0.375,2.25,-0.5,0.125,0,1,1,1
2063,2575350594,1,2992030036,1,1,1,1,1,1,-0.875,-0.5,0.875,0.125,1,1,1,1
2064,1367591684,0,1144988681,0,0,0,0,0,1,-3.5,-0.875,-0.625,0.125,0,1,1,1
2065,1328163147,0,2194357509,1,0,1,0,0,1,1.875,-0.625,0,0.125,1,1,1,1
2066,944630369,0,2841908598,0,1,0,1,0,1,3,-3.5,-0.875,0.125,0,1,1,1
2067,2652998758,0,3341194566,1,1,1,1,0,1,-0.25,2,0.75,0.125,1,1,1,1
2068,912677027,1,1558647271,0,0,0,0,1,1,-2.25,-2.5,1.125,0.125,0,1,1,1
2069,618410154,1,2692343031,1,0,1,0,1,1,1.875,1.5,-0.375,0.125,1,1,1,1
2070,2212007289,1,679130845,0,1,0,1,1,1,0.5,0.625,-1.875,0.125,0,1,1,1
2071,9938530,1,596969661,1,1,1,1,1,1,3,-0.5,1.625,0.125,1,1,1,1
2072,1865321236,0,3945201809,0,0,0,0,0,1,-0.875,-2.5,0,0.125,0,1,1,1
2073,1561137794,0,2702399027,1,0,1,0,0,1,0.5,0.5,0.125,0.125,1,1,1,1
2074,2303477065,0,1864758188,0,1,0,1,0,1,-2.5,2.5,-0.125,0.125,0,1,1,1
2075,883953380,0,979824085,1,1,1,1,0,1,-1.25,3.5,1,0.125,1,1,1,1
2076,3693282862,1,451847390,0,0,0,0,1,1,2.125,-0.5,1,0.125,0,1,1,1
2077,2803618578,1,1769540008,1,0,1,0,1,0,1.25,-3.125,0.125,0.125,1,1,1,1
2078,4011924485,1,2343949374,0,1,0,1,1,1,3.125,-3.875,-0.25,0.125,0,1,1,1
2079,4277867066,1,1220009531,1,1,1,1,1,1,1.25,-3.5,1.875,0.125,1,1,1,1
2080,3934544579,0,2816162765,0,0,0,0,0,1,-1,-1.5,0.125,0.125,0,1,1,1
2081,4284414914,0,681608794,1,0,1,0,0,1,-0.625,1.75,-0.875,0.125,1,1,1,1
2082,4232321836,0,579378005,0,1,0,1,0,1,2.375,-0.5,0.875,0.125,0,1,1,1
2083,3065875533,0,3775838081,1,1,1,1,0,1,-2.375,0.375,-0.875,0.125,1,1,1,1
2084,1885190584,1,885655249,0,0,0,0,1,1,-1.5,3.75,0,0.125,0,1,1,1
2085,1660380606,1,3008561893,1,0,1,0,1,1,1.125,-1.5,1.25,0.125,1,1,1,1
2086,2367905087,1,2027140015,0,1,0,1,1,1,1,-2.125,0.875,0.125,0,1,1,1
2087,1334824831,1,3398147838,1,1,1,1,1,1,-1.75,-1.5,-0.625,0.125,1,1,1,1
2088,4243156890,0,1863591424,0,0,0,0,0,1,0,0,-1,0.125,0,1,1,1
2089,3314915122,0,1418169991,1,0,1,0,0,1,0,1,-1.375,0.125,1,1,1,1
2090,3277316838,0,14126136,0,1,0,1,0,1,-1,0,0.5,0.125,0,1,1,1
2091,2921206372,0,3220974907,1,1,1,1,0,1,-1.25,2.75,-1.75,0.125,1,1,1,1
2092,4109162475,1,1340591951,0,0,0,0,1,1,3.375,-0.625,-0.75,0.125,0,1,1,1
2093,1077112604,1,791850212,1,0,1,0,1,1,2.875,0,1.5,0.125,1,1,1,1
2094,2746472341,1,761729528,0,1,0,1,1,1,1.25,0.625,-0.625,0.125,0,1,1,1
2095,226504379,1,186887001,1,1,1,1,1,1,1.125,-1.375,-1.5,0.125,1,1,1,1
2096,3240597987,0,3957157532,0,0,0,0,0,1,3.875,-2,1.75,0.125,0,1,1,1
2097,1661550495,0,3403000745,1,0,1,0,0,1,-0.875,-1,-0.75,0.125,1,1,1,1
2098,2517068500,0,3910652509,0,1,0,1,0,1,-3.25,-3.75,0.5,0.125,0,1,1,1
2099,1322438584,0,2716173910,1,1,1,1,0,1,0.625,2.5,-0.375,0.125,1,1,1,1
2100,445345170,1,303923009,0,0,0,0,1,1,1.875,-0.625,-0.25,0.125,0,1,1,1
2101,2954933274,1,2568916165,1,0,1,0,1,1,3,3.25,-0.875,0.125,1,1,1,1
2102,1699017817,1,2726396528,0,1,0,1,1,1,1.875,-1.375,-1.5,0.125,0,1,1,1
2103,2792245548,1,3578581454,1,1,1,1,1,1,-0.375,0.375,1.25,0.125,1,1,1,1
2104,3169673417,0,1591182785,0,0,0,0,0,1,-2.375,3.875,1.5,0.125,0,1,1,1
2105,2040661908,0,4281611184,1,0,1,0,0,1,-3.375,-0.875,-0.625,0.125,1,1,1,1
2106,4279999339,0,3766042286,0,1,0,1,0,1,3.375,0.25,-1.5,0.125,0,1,1,1
2107,3581293668,0,93391316,1,1,1,1,0,1,0.125,-2.25,-0.625,0.125,1,1,1,1
2108,1467912086,1,3215834474,0,0,0,0,1,0,3.875,3.875,1.375,0.125,0,1,1,1
2109,1971626297,1,999670020,1,0,1,0,1,1,-1,-3.25,0.25,0.125,1,1,1,1
2110,3382114234,1,2934954359,0,1,0,1,1,1,2.25,-2.375,-0.625,0.125,0,1,1,1
2111,893510019,1,2685756541,1,1,1,1,1,1,-1.25,-1.5,-1.25,0.125,1,1,1,1
2112,2918053063,0,1637738306,0,0,0,0,0,1,-3.25,3.875,1.375,0.125,0,1,1,1
2113,595349425,0,2404759557,1,0,1,0,0,1,-1,0,0.25,0.125,1,1,1,1
2114,1285538164,0,3551983554,0,1,0,1,0,1,3.25,0.75,-0.125,0.125,0,1,1,1
2115,1218716769,0,2229761919,1,1,1,1,0,1,3.375,-2.125,1.125,0.125,1,1,1,1
2116,918756732,1,618977028,0,0,0,0,1,1,3.375,-0.5,-0.375,0.125,0,1,1,1
2117,137399734,1,725301764,1,0,1,0,1,1,0,0,-0.625,0.125,1,1,1,1
2118,26178598,1,317711637,0,1,0,1,1,1,0,1,1.75,0.125,0,1,1,1
2119,1567094677,1,3025879824,1,1,1,1,1,1,-1,0,-1.75,0.125,1,1,1,1
2120,2421294576,0,2638977822,0,0,0,0,0,1,-0.875,-0.25,1,0.125,0,1,1,1
2121,1167384101,0,3429173125,1,0,1,0,0,1,-2.75,3.875,1.625,0.125,1,1,1,1
2122,803255576,0,367010722,0,1,0,1,0,1,2,-2.625,-0.75,0.125,0,1,1,1
2123,1424949094,0,3615242577,1,1,1,1,0,1,2,0.875,1.875,0.125,1,1,1,1
2124,830573583,1,1469299876,0,0,0,0,1,1,-1,-0.25,-0.375,0.125,0,1,1,1
2125,2566360685,1,2519521675,1,0,1,0,1,1,-1.75,-0.875,-1.875,0.125,1,1,1,1
2126,331541074,1,2241969556,0,1,0,1,1,1,1.125,2.625,0.875,0.125,0,1,1,1
2127,4067073863,1,1619816420,1,1,1,1,1,1,2.5,-1.375,-0.25,0.125,1,1,1,1
2128,1703208825,0,1593000105,0,0,0,0,0,1,1.25,-3.25,-1.875,0.125,0,1,1,1
2129,3196490302,0,52044661,1,0,1,0,0,1,-2.125,-2.25,-0.125,0.125,1,1,1,1
2130,1925815103,0,3163499899,0,1,0,1,0,1,1.75,-0.875,0.75,0.125,0,1,1,1
2131,3161134508,0,660470903,1,1,1,1,0,1,2.75,-2.625,1.125,0.125,1,1,1,1
2132,3335120815,1,1485581895,0,0,0,0,1,1,3.625,-0.125,1.75,0.125,0,1,1,1
2133,2648420723,1,934360321,1,0,1,0,1,1,-3.5,-1.75,-0.125,0.125,1,1,1,1
2134,1236967396,1,3658659428,0,1,0,1,1,1,1.375,1.125,1.375,0.125,0,1,1,1
2135,1711450946,1,621226970,1,1,1,1,1,1,1.125,0.625,1.125,0.125,1,1,1,1
2136,1925869887,0,4070957733,0,0,0,0,0,1,-0.375,0.5,-1.75,0.125,0,1,1,1
2137,3999578726,0,1030543546,1,0,1,0,0,1,-3.125,3.75,-0.25,0.125,1,1,1,1
2138,1405939353,0,781970329,0,1,0,1,0,1,-1.375,3.25,-0.625,0.125,0,0,1,1
2139,2258933541,0,2126230334,1,1,1,1,0,0,-1.25,-3,0.375,0.125,1,1,0,1
2140,3251765401,1,2534983698,0,0,0,0,1,1,3.5,0.75,0.5,0.125,0,1,1,0
2141,1283169335,1,809693409,1,0,1,0,1,1,3,2,0,0,1,1,1,1
2142,2215982880,1,2942569772,0,1,0,1,1,1,-1.625,2,-1.5,0.125,0,1,1,1
2143,865342810,1,1699154469,1,1,1,1,1,1,1.5,-3.75,0.125,0.125,1,1,1,1
2144,2681418140,0,2560976405,0,0,0,0,0,1,-2.625,-0.5,-0.5,0.125,0,1,1,1
2145,3848056875,0,2280519261,1,0,1,0,0,1,-0.75,2.375,1.75,0.125,1,1,1,1
2146,2761615839,0,2144837134,0,1,0,1,0,1,0,0,1.375,0.125,0,1,1,1
2147,491236087,0,856408342,1,1,1,1,0,1,0,1,0.875,0.125,1,1,1,1
2148,713454636,1,2678219519,0,0,0,0,1,1,-1,0,0.125,0.125,0,1,1,1
2149,68532023,1,2904559026,1,0,1,0,1,1,-1.125,1.25,1.5,0.125,1,1,1,1
2150,820005710,1,1170593692,0,1,0,1,1,1,1.875,0.375,1.375,0.125,0,1,1,1
2151,1047093471,1,3054909876,1,1,1,1,1,1,-3.375,1.375,-0.25,0.125,1,1,1,1
2152,1085358873,0,3367238380,0,0,0,0,0,1,-1.875,-0.375,-1.875,0.125,0,1,1,1
2153,2540507900,0,2960257463,1,0,1,0,0,1,-0.125,1.25,1.25,0.125,1,1,1,1
2154,2103595568,0,2879003183,0,1,0,1,0,1,0.125,1,1,0.125,0,1,1,1
2155,2080386077,0,218373892,1,1,1,1,0,1,-1.625,-3.5,1,0.125,1,1,1,1
2156,3437273498,1,176910408,0,0,0,0,1,1,3.875,2,1.25,0.125,0,1,1,1
2157,2711175238,1,2435170829,1,0,1,0,1,1,3.25,0.875,-1.5,0.125,1,1,1,1
2158,3019426479,1,1703958897,0,1,0,1,1,1,-2.25,-1.5,0,0.125,0,1,1,1
2159,2532780917,1,116418933,1,1,1,1,1,1,-1.375,-3,-0.875,0.125,1,1,1,1
2160,2507676189,0,557716934,0,0,0,0,0,1,-0.875,-3,1.5,0.125,0,1,1,1
2161,3764120221,0,1888646829,1,0,1,0,0,1,-2,-3.625,-0.75,0.125,1,1,1,1
2162,1699399908,0,1796199240,0,1,0,1,0,1,-0.375,3.625,0,0.125,0,1,1,1
2163,3364496450,0,3090033047,1,1,1,1,0,1,-0.375,-0.375,1.5,0.125,1,1,1,1
2164,2210512489,1,1542670486,0,0,0,0,1,1,-2.125,1,-1.25,0.125,0,1,1,1
2165,1329822146,1,2772744264,1,0,1,0,1,1,3.75,-1.375,-1,0.125,1,1,1,1
2166,927070490,1,994237191,0,1,0,1,1,1,2.5,3.875,-1,0.125,0,1,1,1
2167,2590815241,1,1835325500,1,1,1,1,1,1,-1,3.625,-1,0.125,1,1,1,1
2168,1835379404,0,2684068124,0,0,0,0,0,1,2.25,3,-1.5,0.125,0,1,1,1
2169,4129574169,0,2531271825,1,0,1,0,0,1,0.75,-1.125,1.125,0.125,1,1,1,1
2170,673446653,0,1846415919,0,1,0,1,0,0,-2.75,3.5,1.25,0.125,0,1,1,1
2171,2703294585,0,2544723161,1,1,1,1,0,1,0.25,2.75,-1.875,0.125,1,1,1,1
2172,4219921457,1,1338654252,0,0,0,0,1,1,0.625,-2.25,0.75,0.125,0,1,1,1
2173,4218829278,1,1353079507,1,0,1,0,1,1,-3.75,2,-0.125,0.125,1,1,1,1
2174,494969262,1,108079350,0,1,0,1,1,1,-3.75,0.25,0.875,0.125,0,1,1,1
2175,2749175304,1,3574420833,1,1,1,1,1,1,0,0,-1,0.125,1,1,1,1
2176,1192761715,0,4266397886,0,0,0,0,0,1,0,1,-1.75,0.125,0,1,1,1
2177,2726341592,0,134325164,1,0,1,0,0,1,-1,0,0.5,0.125,1,1,1,1
2178,920686121,0,3207511224,0,1,0,1,0,1,1.625,0.625,-0.125,0.125,0,1,1,1
2179,4017967366,0,806572080,1,1,1,1,0,1,-2,-1.875,1.375,0.125,1,1,1,1
2180,2687773386,1,526675223,0,0,0,0,1,1,3.25,1.375,0.5,0.125,0,1,1,1
2181,2922582310,1,267036193,1,0,1,0,1,1,0.25,-2.625,-1.875,0.125,1,1,1,1
2182,1848029369,1,2770184427,0,1,0,1,1,1,-3.125,-1.875,1.375,0.125,0,1,1,1
2183,1132980500,1,4182419590,1,1,1,1,1,1,-2.875,-3.625,0.875,0.125,1,1,1,1
2184,4066152277,0,3099894747,0,0,0,0,0,1,2.75,0.5,-1.625,0.125,0,1,1,1
2185,3886949819,0,2410132911,1,0,1,0,0,1,-3,-2.375,1.25,0.125,1,1,1,1
